C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_01_660.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_01_660.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_01_660.jpg, 0, 0, 0, 7.936401E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_01_760.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_01_760.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_01_760.jpg, 0, 0, 0, 7.760375E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_01_863.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_01_863.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_01_863.jpg, 0, 0, 0, 7.880381E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_01_966.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_01_966.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_01_966.jpg, 0, 0, 0, 7.778755E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_066.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_066.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_066.jpg, 0, 0, 0, 7.810276E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_168.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_168.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_168.jpg, 0, 0, 0, 7.853445E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_270.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_270.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_270.jpg, 0, 0, 0, 8.100544E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_372.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_372.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_372.jpg, 0, 0, 0, 7.869001E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_474.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_474.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_474.jpg, 0, 0, 0, 7.818745E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_575.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_575.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_575.jpg, 0, 0, 0, 7.78309E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_675.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_675.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_675.jpg, 0, 0, 0, 7.808171E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_778.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_778.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_778.jpg, 0, 0, 0, 7.911365E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_882.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_882.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_882.jpg, 0, 0, 0, 7.804753E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_02_983.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_02_983.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_02_983.jpg, 0, 0, 0, 7.796045E-05
C:\Users\vtshu\Downloads\simulator-windows-64\IMG\center_2022_07_17_22_21_03_084.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\left_2022_07_17_22_21_03_084.jpg, C:\Users\vtshu\Downloads\simulator-windows-64\IMG\right_2022_07_17_22_21_03_084.jpg, 0, 0, 0, 8.055894E-05
